Time,Fx,Fy,Fx_actual,Fy_actual,Sep1,Sep2
1536010733.292043176,-0.230669,-0.18442,-0.056,-0.224,0.0156872,0.0156871
1536010733.296043223,-0.230669,-0.18442,-0.071,-0.259,0.0156872,0.0156871
1536010733.300043192,-0.230669,-0.138245,-0.06,-0.282,0.0156872,0.0156871
1536010733.304041761,-0.230669,-0.138245,-0.034,-0.282,0.0100893,0.0104147
1536010733.308041776,-0.585441,-0.273475,-0.01,-0.262,0.0100893,0.0104147
1536010733.312046870,-0.585441,-0.273475,-0.001,-0.236,0.0100893,0.0104147
1536010733.316099571,-0.585441,-0.273475,-0.006,-0.208,0.0100893,0.0104147
1536010733.320044775,-0.585441,-0.273475,-0.016,-0.173,0.0100893,0.0104147
1536010733.324063782,-0.585441,-0.136709,-0.019,-0.121,0.0100893,0.0104147
1536010733.328041894,-0.585441,-0.136709,-0.009,-0.059,0.0100893,0.0104147
1536010733.332041445,-0.585441,-0.136709,0.012,-0.001,0.0100893,0.0104147
1536010733.336040323,-0.585441,-0.136709,0.033,0.038,0.0100893,0.0104147
1536010733.340064302,-0.585441,-0.136709,0.041,0.064,0.0100893,0.0104147
1536010733.344041667,-0.585441,-0.136709,0.029,0.083,0.0100893,0.0104147
